Datatype,Source,Target,Product,Valuetype,Year,Value,
Detailed trade matrix,Ghana,Burkina Faso,Cattle,Import Quantity (Head),2011,122.0,*
Detailed trade matrix,Ghana,China,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Ghana,"China, mainland",Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Ghana,C̫te d'Ivoire,Cattle,Import Quantity (Head),2011,0.0,
Detailed trade matrix,Ghana,France,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Ghana,Mali,Cattle,Import Quantity (Head),2011,8.0,*
Detailed trade matrix,Ghana,Republic of Korea,Cattle,Import Quantity (Head),2011,0.0,
Detailed trade matrix,Ghana,Republic of Korea,Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,Ghana,Sierra Leone,Cattle,Import Quantity (Head),2011,0.0,
Detailed trade matrix,Ghana,South Africa,Cattle,Import Quantity (Head),2011,0.0,
Detailed trade matrix,Ghana,South Africa,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Ghana,Togo,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Ghana,United Arab Emirates,Cattle,Import Quantity (Head),2011,0.0,
Detailed trade matrix,Ghana,United Arab Emirates,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Ghana,United Kingdom,Cattle,Import Quantity (Head),2011,0.0,
Detailed trade matrix,Ghana,United Kingdom,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Ghana,United States of America,Cattle,Import Quantity (Head),2011,0.0,
Detailed trade matrix,Ghana,United States of America,Soybeans,Import Quantity (tonnes),2011,105.0,
Detailed trade matrix,Greece,Belgium,Cattle,Import Quantity (Head),2011,35.0,
Detailed trade matrix,Greece,Belgium,Soybeans,Import Quantity (tonnes),2011,30.0,
Detailed trade matrix,Greece,Brazil,Soybeans,Import Quantity (tonnes),2011,43272.0,
Detailed trade matrix,Greece,Bulgaria,Cattle,Import Quantity (Head),2011,171.0,*
Detailed trade matrix,Greece,Croatia,Soybeans,Import Quantity (tonnes),2011,11458.0,
Detailed trade matrix,Greece,Cyprus,Soybeans,Import Quantity (tonnes),2011,5.0,
Detailed trade matrix,Greece,Czech Republic,Cattle,Import Quantity (Head),2011,787.0,*
Detailed trade matrix,Greece,Denmark,Cattle,Import Quantity (Head),2011,448.0,
Detailed trade matrix,Greece,France,Cattle,Import Quantity (Head),2011,11312.0,
Detailed trade matrix,Greece,Germany,Cattle,Import Quantity (Head),2011,165.0,
Detailed trade matrix,Greece,Germany,Soybeans,Import Quantity (tonnes),2011,214.0,
Detailed trade matrix,Greece,Hungary,Cattle,Import Quantity (Head),2011,6525.0,*
Detailed trade matrix,Greece,Ireland,Cattle,Import Quantity (Head),2011,322.0,
Detailed trade matrix,Greece,Italy,Cattle,Import Quantity (Head),2011,1358.0,
Detailed trade matrix,Greece,Italy,Soybeans,Import Quantity (tonnes),2011,1329.0,
Detailed trade matrix,Greece,Latvia,Cattle,Import Quantity (Head),2011,62.0,
Detailed trade matrix,Greece,Netherlands,Cattle,Import Quantity (Head),2011,1116.0,
Detailed trade matrix,Greece,Netherlands,Soybeans,Import Quantity (tonnes),2011,74.0,
Detailed trade matrix,Greece,Paraguay,Soybeans,Import Quantity (tonnes),2011,108416.0,
Detailed trade matrix,Greece,Poland,Cattle,Import Quantity (Head),2011,3424.0,
Detailed trade matrix,Greece,Republic of Moldova,Soybeans,Import Quantity (tonnes),2011,7286.0,
Detailed trade matrix,Greece,Romania,Cattle,Import Quantity (Head),2011,7868.0,*
Detailed trade matrix,Greece,Romania,Soybeans,Import Quantity (tonnes),2011,514.0,
Detailed trade matrix,Greece,Serbia,Soybeans,Import Quantity (tonnes),2011,19584.0,
Detailed trade matrix,Greece,Slovakia,Cattle,Import Quantity (Head),2011,159.0,
Detailed trade matrix,Greece,Slovenia,Cattle,Import Quantity (Head),2011,30.0,
Detailed trade matrix,Greece,Spain,Cattle,Import Quantity (Head),2011,2715.0,*
Detailed trade matrix,Greece,Spain,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Greece,Sweden,Cattle,Import Quantity (Head),2011,1.0,*
Detailed trade matrix,Greece,Ukraine,Soybeans,Import Quantity (tonnes),2011,29923.0,
Detailed trade matrix,Greece,United Kingdom,Cattle,Import Quantity (Head),2011,6.0,*
Detailed trade matrix,Greece,United States of America,Soybeans,Import Quantity (tonnes),2011,44092.0,
Detailed trade matrix,Guatemala,Argentina,Soybeans,Import Quantity (tonnes),2011,10.0,
Detailed trade matrix,Guatemala,Canada,Soybeans,Import Quantity (tonnes),2011,21.0,
Detailed trade matrix,Guatemala,China,Soybeans,Import Quantity (tonnes),2011,10.0,
Detailed trade matrix,Guatemala,"China, mainland",Soybeans,Import Quantity (tonnes),2011,10.0,
Detailed trade matrix,Guatemala,Costa Rica,Cattle,Import Quantity (Head),2011,72.0,
Detailed trade matrix,Guatemala,Mexico,Cattle,Import Quantity (Head),2011,15.0,
Detailed trade matrix,Guatemala,Mexico,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Guatemala,Nicaragua,Cattle,Import Quantity (Head),2011,1112.0,
Detailed trade matrix,Guatemala,Nicaragua,Soybeans,Import Quantity (tonnes),2011,13.0,
Detailed trade matrix,Guatemala,Panama,Cattle,Import Quantity (Head),2011,39.0,
Detailed trade matrix,Guatemala,Spain,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Guatemala,United States of America,Soybeans,Import Quantity (tonnes),2011,13679.0,
Detailed trade matrix,Guyana,United States of America,Cattle,Import Quantity (Head),2011,20.0,
Detailed trade matrix,Guyana,United States of America,Soybeans,Import Quantity (tonnes),2011,292.0,*
Detailed trade matrix,Hungary,Austria,Cattle,Import Quantity (Head),2011,2095.0,
Detailed trade matrix,Hungary,Austria,Soybeans,Import Quantity (tonnes),2011,682.0,
Detailed trade matrix,Hungary,Belgium,Cattle,Import Quantity (Head),2011,117.0,
Detailed trade matrix,Hungary,Belgium,Soybeans,Import Quantity (tonnes),2011,430.0,
Detailed trade matrix,Hungary,Bosnia and Herzegovina,Soybeans,Import Quantity (tonnes),2011,25.0,
Detailed trade matrix,Hungary,Bulgaria,Cattle,Import Quantity (Head),2011,441.0,
Detailed trade matrix,Hungary,Canada,Soybeans,Import Quantity (tonnes),2011,3.0,
Detailed trade matrix,Hungary,China,Soybeans,Import Quantity (tonnes),2011,95.0,
Detailed trade matrix,Hungary,"China, mainland",Soybeans,Import Quantity (tonnes),2011,95.0,
Detailed trade matrix,Hungary,Croatia,Soybeans,Import Quantity (tonnes),2011,7146.0,
Detailed trade matrix,Hungary,Czech Republic,Cattle,Import Quantity (Head),2011,1467.0,
Detailed trade matrix,Hungary,Denmark,Cattle,Import Quantity (Head),2011,600.0,
Detailed trade matrix,Hungary,France,Cattle,Import Quantity (Head),2011,11929.0,
Detailed trade matrix,Hungary,France,Soybeans,Import Quantity (tonnes),2011,12.0,
Detailed trade matrix,Hungary,Germany,Cattle,Import Quantity (Head),2011,8605.0,
Detailed trade matrix,Hungary,Germany,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Hungary,Greece,Cattle,Import Quantity (Head),2011,1125.0,
Detailed trade matrix,Hungary,Ireland,Cattle,Import Quantity (Head),2011,1122.0,
Detailed trade matrix,Hungary,Italy,Cattle,Import Quantity (Head),2011,571.0,
Detailed trade matrix,Hungary,Italy,Soybeans,Import Quantity (tonnes),2011,418.0,
Detailed trade matrix,Hungary,Lithuania,Cattle,Import Quantity (Head),2011,697.0,
Detailed trade matrix,Hungary,Netherlands,Cattle,Import Quantity (Head),2011,11226.0,
Detailed trade matrix,Hungary,Netherlands,Soybeans,Import Quantity (tonnes),2011,13737.0,
Detailed trade matrix,Hungary,Poland,Cattle,Import Quantity (Head),2011,623.0,
Detailed trade matrix,Hungary,Romania,Cattle,Import Quantity (Head),2011,6720.0,
Detailed trade matrix,Hungary,Romania,Soybeans,Import Quantity (tonnes),2011,860.0,
Detailed trade matrix,Hungary,Serbia,Soybeans,Import Quantity (tonnes),2011,2539.0,
Detailed trade matrix,Hungary,Slovakia,Cattle,Import Quantity (Head),2011,16331.0,
Detailed trade matrix,Hungary,Slovakia,Soybeans,Import Quantity (tonnes),2011,125.0,
Detailed trade matrix,Hungary,Slovenia,Cattle,Import Quantity (Head),2011,86.0,
Detailed trade matrix,Hungary,Slovenia,Soybeans,Import Quantity (tonnes),2011,598.0,
Detailed trade matrix,Hungary,Switzerland,Cattle,Import Quantity (Head),2011,1.0,
Detailed trade matrix,Hungary,Switzerland,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Hungary,Turkey,Cattle,Import Quantity (Head),2011,231.0,*
Detailed trade matrix,Hungary,Ukraine,Soybeans,Import Quantity (tonnes),2011,43.0,
Detailed trade matrix,Hungary,United Kingdom,Cattle,Import Quantity (Head),2011,4404.0,
Detailed trade matrix,Hungary,United States of America,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Iceland,Austria,Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,Iceland,Canada,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Iceland,China,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Iceland,"China, mainland",Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Iceland,Denmark,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Iceland,Japan,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Iceland,Netherlands,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Iceland,Thailand,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Iceland,United Kingdom,Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,Iceland,United States of America,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,India,China,Soybeans,Import Quantity (tonnes),2011,121.0,
Detailed trade matrix,India,"China, mainland",Soybeans,Import Quantity (tonnes),2011,121.0,
Detailed trade matrix,Indonesia,Argentina,Soybeans,Import Quantity (tonnes),2011,73037.0,
Detailed trade matrix,Indonesia,Australia,Cattle,Import Quantity (Head),2011,408194.0,
Detailed trade matrix,Indonesia,Brazil,Soybeans,Import Quantity (tonnes),2011,13550.0,
Detailed trade matrix,Indonesia,Canada,Soybeans,Import Quantity (tonnes),2011,4764.0,
Detailed trade matrix,Indonesia,China,Soybeans,Import Quantity (tonnes),2011,3023.0,
Detailed trade matrix,Indonesia,"China, mainland",Soybeans,Import Quantity (tonnes),2011,1620.0,
Detailed trade matrix,Indonesia,"China, Taiwan Province of",Soybeans,Import Quantity (tonnes),2011,1403.0,
Detailed trade matrix,Indonesia,Ethiopia,Soybeans,Import Quantity (tonnes),2011,584.0,
Detailed trade matrix,Indonesia,India,Soybeans,Import Quantity (tonnes),2011,313.0,
Detailed trade matrix,Indonesia,Malaysia,Soybeans,Import Quantity (tonnes),2011,120074.0,
Detailed trade matrix,Indonesia,Paraguay,Soybeans,Import Quantity (tonnes),2011,2149.0,
Detailed trade matrix,Indonesia,Singapore,Soybeans,Import Quantity (tonnes),2011,1971.0,
Detailed trade matrix,Indonesia,Thailand,Soybeans,Import Quantity (tonnes),2011,3705.0,
Detailed trade matrix,Indonesia,Ukraine,Soybeans,Import Quantity (tonnes),2011,721.0,
Detailed trade matrix,Indonesia,United States of America,Soybeans,Import Quantity (tonnes),2011,1847900.0,
Detailed trade matrix,Indonesia,Uruguay,Soybeans,Import Quantity (tonnes),2011,16825.0,
Detailed trade matrix,Iran (Islamic Republic of),Unspecified,Soybeans,Import Quantity (tonnes),2011,838028.0,
Detailed trade matrix,Ireland,Austria,Soybeans,Import Quantity (tonnes),2011,6.0,
Detailed trade matrix,Ireland,Canada,Soybeans,Import Quantity (tonnes),2011,82.0,
Detailed trade matrix,Ireland,Denmark,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Ireland,Germany,Soybeans,Import Quantity (tonnes),2011,10.0,
Detailed trade matrix,Ireland,Italy,Soybeans,Import Quantity (tonnes),2011,33.0,
Detailed trade matrix,Ireland,Mexico,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Ireland,Netherlands,Cattle,Import Quantity (Head),2011,4.0,*
Detailed trade matrix,Ireland,Netherlands,Soybeans,Import Quantity (tonnes),2011,454.0,
Detailed trade matrix,Ireland,Nigeria,Soybeans,Import Quantity (tonnes),2011,14.0,
Detailed trade matrix,Ireland,United Kingdom,Cattle,Import Quantity (Head),2011,640.0,*
Detailed trade matrix,Ireland,United Kingdom,Soybeans,Import Quantity (tonnes),2011,4553.0,
Detailed trade matrix,Ireland,United States of America,Soybeans,Import Quantity (tonnes),2011,8808.0,
Detailed trade matrix,Israel,Argentina,Soybeans,Import Quantity (tonnes),2011,1000.0,
Detailed trade matrix,Israel,Australia,Cattle,Import Quantity (Head),2011,61707.0,*
Detailed trade matrix,Israel,Canada,Soybeans,Import Quantity (tonnes),2011,1319.0,
Detailed trade matrix,Israel,China,Soybeans,Import Quantity (tonnes),2011,1220.0,
Detailed trade matrix,Israel,"China, mainland",Soybeans,Import Quantity (tonnes),2011,1220.0,
Detailed trade matrix,Israel,Greece,Soybeans,Import Quantity (tonnes),2011,1407.0,
Detailed trade matrix,Israel,Hungary,Cattle,Import Quantity (Head),2011,7939.0,
Detailed trade matrix,Israel,India,Soybeans,Import Quantity (tonnes),2011,3.0,
Detailed trade matrix,Israel,Japan,Soybeans,Import Quantity (tonnes),2011,4.0,
Detailed trade matrix,Israel,Jordan,Cattle,Import Quantity (Head),2011,24877.0,*
Detailed trade matrix,Israel,Lithuania,Cattle,Import Quantity (Head),2011,35520.0,
Detailed trade matrix,Israel,Netherlands,Soybeans,Import Quantity (tonnes),2011,20639.0,
Detailed trade matrix,Israel,Serbia,Cattle,Import Quantity (Head),2011,38219.0,
Detailed trade matrix,Israel,Switzerland,Soybeans,Import Quantity (tonnes),2011,126561.0,
Detailed trade matrix,Israel,Thailand,Soybeans,Import Quantity (tonnes),2011,3.0,
Detailed trade matrix,Israel,United States of America,Soybeans,Import Quantity (tonnes),2011,271068.0,
Detailed trade matrix,Italy,Argentina,Soybeans,Import Quantity (tonnes),2011,24637.0,
Detailed trade matrix,Italy,Austria,Cattle,Import Quantity (Head),2011,68706.0,
Detailed trade matrix,Italy,Austria,Soybeans,Import Quantity (tonnes),2011,19996.0,
Detailed trade matrix,Italy,Belgium,Cattle,Import Quantity (Head),2011,9135.0,
Detailed trade matrix,Italy,Belgium,Soybeans,Import Quantity (tonnes),2011,600.0,
Detailed trade matrix,Italy,Brazil,Soybeans,Import Quantity (tonnes),2011,17636.0,
Detailed trade matrix,Italy,Bulgaria,Cattle,Import Quantity (Head),2011,256.0,
Detailed trade matrix,Italy,Canada,Soybeans,Import Quantity (tonnes),2011,23248.0,
Detailed trade matrix,Italy,China,Soybeans,Import Quantity (tonnes),2011,73.0,
Detailed trade matrix,Italy,"China, mainland",Soybeans,Import Quantity (tonnes),2011,73.0,
Detailed trade matrix,Italy,Croatia,Soybeans,Import Quantity (tonnes),2011,7922.0,
Detailed trade matrix,Italy,Czech Republic,Cattle,Import Quantity (Head),2011,10582.0,
Detailed trade matrix,Italy,Denmark,Cattle,Import Quantity (Head),2011,515.0,
Detailed trade matrix,Italy,Denmark,Soybeans,Import Quantity (tonnes),2011,14.0,
Detailed trade matrix,Italy,France,Cattle,Import Quantity (Head),2011,981017.0,
Detailed trade matrix,Italy,France,Soybeans,Import Quantity (tonnes),2011,2167.0,
Detailed trade matrix,Italy,Germany,Cattle,Import Quantity (Head),2011,38298.0,
Detailed trade matrix,Italy,Germany,Soybeans,Import Quantity (tonnes),2011,436.0,
Detailed trade matrix,Italy,Greece,Cattle,Import Quantity (Head),2011,42.0,
Detailed trade matrix,Italy,Greece,Soybeans,Import Quantity (tonnes),2011,7.0,
Detailed trade matrix,Italy,Hungary,Cattle,Import Quantity (Head),2011,1615.0,
Detailed trade matrix,Italy,Hungary,Soybeans,Import Quantity (tonnes),2011,8348.0,
Detailed trade matrix,Italy,Ireland,Cattle,Import Quantity (Head),2011,48390.0,
Detailed trade matrix,Italy,Japan,Soybeans,Import Quantity (tonnes),2011,4.0,
Detailed trade matrix,Italy,Kazakhstan,Soybeans,Import Quantity (tonnes),2011,12364.0,
Detailed trade matrix,Italy,Lithuania,Cattle,Import Quantity (Head),2011,3695.0,
Detailed trade matrix,Italy,Lithuania,Soybeans,Import Quantity (tonnes),2011,95.0,
Detailed trade matrix,Italy,Luxembourg,Cattle,Import Quantity (Head),2011,1667.0,
Detailed trade matrix,Italy,Netherlands,Cattle,Import Quantity (Head),2011,5630.0,
Detailed trade matrix,Italy,Netherlands,Soybeans,Import Quantity (tonnes),2011,314.0,
Detailed trade matrix,Italy,Paraguay,Soybeans,Import Quantity (tonnes),2011,431686.0,
Detailed trade matrix,Italy,Poland,Cattle,Import Quantity (Head),2011,96245.0,
Detailed trade matrix,Italy,Portugal,Cattle,Import Quantity (Head),2011,10.0,
Detailed trade matrix,Italy,Republic of Moldova,Soybeans,Import Quantity (tonnes),2011,4221.0,
Detailed trade matrix,Italy,Romania,Cattle,Import Quantity (Head),2011,24708.0,
Detailed trade matrix,Italy,Romania,Soybeans,Import Quantity (tonnes),2011,19598.0,
Detailed trade matrix,Italy,Serbia,Soybeans,Import Quantity (tonnes),2011,164.0,
Detailed trade matrix,Italy,Slovakia,Cattle,Import Quantity (Head),2011,12119.0,
Detailed trade matrix,Italy,Slovenia,Cattle,Import Quantity (Head),2011,14172.0,
Detailed trade matrix,Italy,Slovenia,Soybeans,Import Quantity (tonnes),2011,303241.0,
Detailed trade matrix,Italy,South Africa,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Italy,Spain,Cattle,Import Quantity (Head),2011,23585.0,
Detailed trade matrix,Italy,Spain,Soybeans,Import Quantity (tonnes),2011,64.0,
Detailed trade matrix,Italy,Sri Lanka,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Italy,Switzerland,Cattle,Import Quantity (Head),2011,138.0,
Detailed trade matrix,Italy,Switzerland,Soybeans,Import Quantity (tonnes),2011,20.0,
Detailed trade matrix,Italy,Ukraine,Soybeans,Import Quantity (tonnes),2011,355596.0,
Detailed trade matrix,Italy,United Kingdom,Cattle,Import Quantity (Head),2011,592.0,
Detailed trade matrix,Italy,United Kingdom,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Italy,United States of America,Soybeans,Import Quantity (tonnes),2011,8266.0,
Detailed trade matrix,Japan,Argentina,Soybeans,Import Quantity (tonnes),2011,614.0,
Detailed trade matrix,Japan,Australia,Cattle,Import Quantity (Head),2011,12273.0,
Detailed trade matrix,Japan,Brazil,Soybeans,Import Quantity (tonnes),2011,533477.0,
Detailed trade matrix,Japan,Canada,Soybeans,Import Quantity (tonnes),2011,354996.0,
Detailed trade matrix,Japan,China,Soybeans,Import Quantity (tonnes),2011,44404.0,
Detailed trade matrix,Japan,"China, mainland",Soybeans,Import Quantity (tonnes),2011,44404.0,
Detailed trade matrix,Japan,Paraguay,Soybeans,Import Quantity (tonnes),2011,3016.0,
Detailed trade matrix,Japan,Republic of Korea,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Japan,United States of America,Soybeans,Import Quantity (tonnes),2011,1894174.0,
Detailed trade matrix,Japan,Uruguay,Soybeans,Import Quantity (tonnes),2011,92.0,
Detailed trade matrix,Jordan,Australia,Cattle,Import Quantity (Head),2011,5010.0,
Detailed trade matrix,Jordan,Brazil,Cattle,Import Quantity (Head),2011,4675.0,
Detailed trade matrix,Jordan,China,Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,Jordan,"China, mainland",Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,Jordan,Colombia,Cattle,Import Quantity (Head),2011,7827.0,
Detailed trade matrix,Jordan,Egypt,Soybeans,Import Quantity (tonnes),2011,5.0,
Detailed trade matrix,Jordan,Ethiopia,Cattle,Import Quantity (Head),2011,4138.0,
Detailed trade matrix,Jordan,Germany,Cattle,Import Quantity (Head),2011,695.0,
Detailed trade matrix,Jordan,India,Soybeans,Import Quantity (tonnes),2011,5.0,
Detailed trade matrix,Jordan,Japan,Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,Jordan,Netherlands,Cattle,Import Quantity (Head),2011,825.0,
Detailed trade matrix,Jordan,Romania,Cattle,Import Quantity (Head),2011,9704.0,
Detailed trade matrix,Jordan,Sri Lanka,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Jordan,United States of America,Soybeans,Import Quantity (tonnes),2011,9.0,
Detailed trade matrix,Jordan,Uruguay,Cattle,Import Quantity (Head),2011,3609.0,
Detailed trade matrix,Kazakhstan,Australia,Cattle,Import Quantity (Head),2011,1219.0,
Detailed trade matrix,Kazakhstan,Canada,Cattle,Import Quantity (Head),2011,2482.0,
Detailed trade matrix,Kazakhstan,China,Soybeans,Import Quantity (tonnes),2011,349.0,
Detailed trade matrix,Kazakhstan,"China, mainland",Soybeans,Import Quantity (tonnes),2011,349.0,
Detailed trade matrix,Kazakhstan,Czech Republic,Cattle,Import Quantity (Head),2011,128.0,
Detailed trade matrix,Kazakhstan,France,Cattle,Import Quantity (Head),2011,574.0,
Detailed trade matrix,Kazakhstan,Germany,Cattle,Import Quantity (Head),2011,3283.0,
Detailed trade matrix,Kazakhstan,Ireland,Cattle,Import Quantity (Head),2011,1071.0,
Detailed trade matrix,Kazakhstan,Italy,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Kazakhstan,Russian Federation,Cattle,Import Quantity (Head),2011,1468.0,
Detailed trade matrix,Kazakhstan,Russian Federation,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Kazakhstan,Serbia,Soybeans,Import Quantity (tonnes),2011,60.0,
Detailed trade matrix,Kazakhstan,Ukraine,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Kazakhstan,United States of America,Cattle,Import Quantity (Head),2011,5072.0,
Detailed trade matrix,Kazakhstan,Uzbekistan,Cattle,Import Quantity (Head),2011,1.0,
Detailed trade matrix,Kyrgyzstan,Kazakhstan,Soybeans,Import Quantity (tonnes),2011,3562.0,
Detailed trade matrix,Kyrgyzstan,United States of America,Soybeans,Import Quantity (tonnes),2011,10.0,
Detailed trade matrix,Latvia,Denmark,Cattle,Import Quantity (Head),2011,80.0,
Detailed trade matrix,Latvia,Denmark,Soybeans,Import Quantity (tonnes),2011,5458.0,
Detailed trade matrix,Latvia,Estonia,Cattle,Import Quantity (Head),2011,1442.0,
Detailed trade matrix,Latvia,Germany,Cattle,Import Quantity (Head),2011,505.0,
Detailed trade matrix,Latvia,Germany,Soybeans,Import Quantity (tonnes),2011,1118.0,
Detailed trade matrix,Latvia,Lithuania,Cattle,Import Quantity (Head),2011,3.0,
Detailed trade matrix,Latvia,Lithuania,Soybeans,Import Quantity (tonnes),2011,4883.0,
Detailed trade matrix,Latvia,Netherlands,Cattle,Import Quantity (Head),2011,431.0,
Detailed trade matrix,Latvia,Netherlands,Soybeans,Import Quantity (tonnes),2011,19503.0,
Detailed trade matrix,Latvia,Poland,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Lebanon,Australia,Cattle,Import Quantity (Head),2011,700.0,
Detailed trade matrix,Lebanon,Belgium,Cattle,Import Quantity (Head),2011,750.0,
Detailed trade matrix,Lebanon,Bosnia and Herzegovina,Cattle,Import Quantity (Head),2011,954.0,
Detailed trade matrix,Lebanon,Brazil,Cattle,Import Quantity (Head),2011,67783.0,
Detailed trade matrix,Lebanon,China,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Lebanon,"China, mainland",Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Lebanon,Colombia,Cattle,Import Quantity (Head),2011,51614.0,
Detailed trade matrix,Lebanon,Croatia,Cattle,Import Quantity (Head),2011,4877.0,
Detailed trade matrix,Lebanon,Czech Republic,Cattle,Import Quantity (Head),2011,1558.0,
Detailed trade matrix,Lebanon,Egypt,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Lebanon,Ethiopia,Cattle,Import Quantity (Head),2011,5381.0,
Detailed trade matrix,Lebanon,France,Cattle,Import Quantity (Head),2011,32304.0,
Detailed trade matrix,Lebanon,France,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Lebanon,Germany,Cattle,Import Quantity (Head),2011,2272.0,
Detailed trade matrix,Lebanon,Hungary,Cattle,Import Quantity (Head),2011,2350.0,
Detailed trade matrix,Lebanon,India,Soybeans,Import Quantity (tonnes),2011,3.0,
Detailed trade matrix,Lebanon,Italy,Cattle,Import Quantity (Head),2011,137.0,
Detailed trade matrix,Lebanon,Italy,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Lebanon,Japan,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Lebanon,Luxembourg,Cattle,Import Quantity (Head),2011,179.0,
Detailed trade matrix,Lebanon,Netherlands,Cattle,Import Quantity (Head),2011,430.0,
Detailed trade matrix,Lebanon,Netherlands,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Lebanon,Republic of Moldova,Cattle,Import Quantity (Head),2011,1580.0,
Detailed trade matrix,Lebanon,Romania,Cattle,Import Quantity (Head),2011,1930.0,
Detailed trade matrix,Lebanon,Slovenia,Cattle,Import Quantity (Head),2011,112.0,
Detailed trade matrix,Lebanon,Somalia,Cattle,Import Quantity (Head),2011,1496.0,
Detailed trade matrix,Lebanon,Spain,Cattle,Import Quantity (Head),2011,26860.0,
Detailed trade matrix,Lebanon,Sudan (former),Cattle,Import Quantity (Head),2011,975.0,
Detailed trade matrix,Lebanon,Uruguay,Cattle,Import Quantity (Head),2011,1661.0,
Detailed trade matrix,Lithuania,Canada,Soybeans,Import Quantity (tonnes),2011,20.0,
Detailed trade matrix,Lithuania,Czech Republic,Soybeans,Import Quantity (tonnes),2011,9.0,
Detailed trade matrix,Lithuania,Estonia,Cattle,Import Quantity (Head),2011,1223.0,
Detailed trade matrix,Lithuania,Estonia,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Lithuania,Germany,Cattle,Import Quantity (Head),2011,174.0,
Detailed trade matrix,Lithuania,Germany,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Lithuania,Hungary,Cattle,Import Quantity (Head),2011,70.0,
Detailed trade matrix,Lithuania,Ireland,Cattle,Import Quantity (Head),2011,86.0,
Detailed trade matrix,Lithuania,Latvia,Cattle,Import Quantity (Head),2011,7340.0,
Detailed trade matrix,Lithuania,Latvia,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Lithuania,Netherlands,Cattle,Import Quantity (Head),2011,21.0,
Detailed trade matrix,Lithuania,Norway,Cattle,Import Quantity (Head),2011,48.0,
Detailed trade matrix,Lithuania,Poland,Cattle,Import Quantity (Head),2011,13632.0,
Detailed trade matrix,Lithuania,Ukraine,Soybeans,Import Quantity (tonnes),2011,1062.0,
Detailed trade matrix,Lithuania,United Kingdom,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Luxembourg,Austria,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Luxembourg,Belgium,Cattle,Import Quantity (Head),2011,1126.0,*
Detailed trade matrix,Luxembourg,Belgium,Soybeans,Import Quantity (tonnes),2011,35.0,
